"Favor","Oppose","Neither","Undecided","No Opinion","poll_slug","survey_house","start_date","end_date","question_text","sample_subpopulation","observations","margin_of_error","mode","partisanship","partisan_affiliation"
40,52,NA,8,NA,"democracy-corps-d-third-way-d-7419","Democracy Corps (D)/Third Way (D)","2010-03-15","2010-03-18","As you may have heard, President Obama is preparing a plan to change the health care system. From what you have heard about  his plan, do you favor or oppose Obama's health care proposal?","Likely Voters",1016,3.5,"Live Phone","Sponsor","Dem"
45,52,NA,3,NA,"rasmussen-7370","Rasmussen","2010-03-17","2010-03-17","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
35,55,NA,10,NA,"fox-7386","FOX","2010-03-16","2010-03-17","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
48,53,NA,NA,NA,"yougov-economist-7388","YouGov/Economist","2010-03-13","2010-03-16","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
46,42,NA,12,NA,"kaiser-ff-7387","Kaiser FF","2010-03-10","2010-03-15","","Adults",1208,3,"Live Phone","Nonpartisan","None"
43,53,NA,4,NA,"rasmussen-7346","Rasmussen","2010-03-13","2010-03-14","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
45,49,NA,NA,6,"ppp-d-7362","PPP (D)","2010-03-12","2010-03-14","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",1403,2.6,"Automated Phone","Pollster","Dem"
36,48,NA,1,15,"nbc-wsj-7357","NBC/WSJ","2010-03-11","2010-03-14","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1000,3.1,"Live Phone","Nonpartisan","None"
38,48,NA,13,NA,"pew-7371","Pew","2010-03-10","2010-03-14","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1500,3,"Live Phone","Nonpartisan","None"
40,54,NA,NA,NA,"onmessage-r-rnc-7383","OnMessage (R-RNC)","2010-03-09","2010-03-11","","Likely Voters",1200,2.8,"Live Phone","Pollster","Rep"
50,50,NA,NA,NA,"yougov-economist-7364","YouGov/Economist","2010-03-06","2010-03-08","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
41,43,NA,NA,16,"ap-gfk-7318","AP-GfK","2010-03-03","2010-03-08","","Adults",1002,3.1,"Live Phone","Nonpartisan","None"
45,48,NA,NA,7,"gallup-7317","Gallup","2010-03-04","2010-03-07","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1014,4,"Live Phone","Nonpartisan","None"
42,53,NA,4,NA,"rasmussen-7298","Rasmussen","2010-03-05","2010-03-06","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
53,47,NA,NA,NA,"yougov-economist-7304","YouGov/Economist","2010-02-28","2010-03-02","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
44,52,NA,4,NA,"rasmussen-7259","Rasmussen","2010-02-27","2010-02-28","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
41,47,NA,0,11,"ipsos-mcclatchy-7269","Ipsos/McClatchy","2010-02-26","2010-02-28","","Adults",1076,3,"Live Phone","Nonpartisan","None"
41,56,NA,4,NA,"rasmussen-7203","Rasmussen","2010-02-21","2010-02-22","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
40,52,NA,2,5,"public-opinion-strategies-r-7214","Public Opinion Strategies (R)","2010-02-17","2010-02-18","Based on what you know, do you favor or oppose President Obama’s proposed health care plan, or do you not yet have an opinion?","Registered Voters",900,3.3,"Live Phone","Pollster","Rep"
40,49,NA,11,NA,"newsweek-7183","Newsweek","2010-02-17","2010-02-18","","Adults",1009,3.6,"Live Phone","Nonpartisan","None"
48,52,NA,NA,NA,"yougov-economist-7192","YouGov/Economist","2010-02-13","2010-02-16","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
43,43,NA,12,NA,"kaiser-ff-7198","Kaiser FF","2010-02-11","2010-02-16","","Adults",1201,3,"Live Phone","Nonpartisan","None"
39,50,NA,NA,11,"ppp-d-7160","PPP (D)","2010-02-13","2010-02-15","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",743,3.6,"Automated Phone","Pollster","Dem"
39,58,NA,4,NA,"rasmussen-7202","Rasmussen","2010-02-09","2010-02-10","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
46,54,NA,NA,NA,"yougov-economist-7142","YouGov/Economist","2010-02-07","2010-02-09","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
38,50,NA,12,NA,"pew-7141","Pew","2010-02-03","2010-02-09","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1383,3.5,"Live Phone","Nonpartisan","None"
46,49,NA,NA,5,"abc-post-7124","ABC/Post","2010-02-04","2010-02-08","","Adults",1004,3,"Live Phone","Nonpartisan","None"
35,54,NA,NA,11,"quinnipiac-7130","Quinnipiac","2010-02-02","2010-02-08","Do you support or oppose President Obama's health care reform plan?","Registered Voters",2617,1.9,"Live Phone","Nonpartisan","None"
46,54,NA,NA,NA,"yougov-economist-7099","YouGov/Economist","2010-01-31","2010-02-02","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
36,51,NA,NA,13,"ppp-d-7073","PPP (D)","2010-01-29","2010-01-31","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",584,4.1,"Automated Phone","Pollster","Dem"
37,51,NA,3,9,"ipsos-mcclatchy-7086","Ipsos/McClatchy","2010-01-28","2010-01-31","","Adults",1127,2.9,"Live Phone","Nonpartisan","None"
45,54,NA,NA,NA,"yougov-economist-7049","YouGov/Economist","2010-01-24","2010-01-26","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
31,46,NA,1,22,"nbc-wsj-7016","NBC/WSJ","2010-01-23","2010-01-25","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",800,3.5,"Live Phone","Nonpartisan","None"
43,49,NA,9,NA,"harris-internet-7074","Harris (internet)","2010-01-18","2010-01-25","","Adults",2576,NA,"Internet","Nonpartisan","None"
38,58,NA,3,NA,"cnn-7015","CNN","2010-01-22","2010-01-24","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1009,3,"Live Phone","Nonpartisan","None"
39,55,NA,6,NA,"npr-7017","NPR","2010-01-20","2010-01-23","As you may have heard, President Obama and the Democrats in Congress are preparing a plan to change the health care system. From what you have heard about this plan, do you favor or oppose Obama and the Democrats' health care proposal?","Likely Voters",800,NA,"Live Phone","Nonpartisan","None"
40,58,NA,3,NA,"rasmussen-7201","Rasmussen","2010-01-20","2010-01-21","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
40,49,NA,10,NA,"ppp-d-6951","PPP (D)","2010-01-18","2010-01-19","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",1151,2.8,"Automated Phone","Pollster","Dem"
44,56,NA,NA,NA,"yougov-economist-6956","YouGov/Economist","2010-01-16","2010-01-19","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
38,56,NA,6,NA,"rasmussen-6916","Rasmussen","2010-01-16","2010-01-17","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
42,42,NA,NA,16,"ap-gfk-6930","AP-GfK","2010-01-12","2010-01-17","","Adults",1008,3.1,"Live Phone","Nonpartisan","None"
44,51,NA,NA,5,"abc-post-6907","ABC/Post","2010-01-12","2010-01-15","","Adults",1083,3.5,"Live Phone","Nonpartisan","None"
33,46,NA,3,18,"nbc-wsj-6925","NBC/WSJ","2010-01-10","2010-01-14","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1002,3.1,"Live Phone","Nonpartisan","None"
39,51,NA,10,NA,"fox-6897","FOX","2010-01-12","2010-01-13","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
42,41,NA,16,NA,"kaiser-ff-6971","Kaiser FF","2010-01-07","2010-01-12","","Adults",980,4,"Live Phone","Nonpartisan","None"
46,55,NA,NA,NA,"yougov-economist-6890","YouGov/Economist","2010-01-06","2010-01-12","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
42,51,NA,7,NA,"democracy-corps-d-6934","Democracy Corps (D)","2010-01-07","2010-01-11","As you may have heard, President Obama is preparing a plan to change the health care system. From what you have heard about  his plan, do you favor or oppose Obama's health care proposal?","Likely Voters",1200,NA,"Live Phone","Pollster","Dem"
34,54,NA,NA,12,"quinnipiac-6870","Quinnipiac","2010-01-05","2010-01-11","Do you support or oppose President Obama's health care reform plan?","Registered Voters",1767,2.3,"Live Phone","Nonpartisan","None"
40,57,NA,2,NA,"cnn-6879","CNN","2010-01-08","2010-01-10","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1021,3,"Live Phone","Nonpartisan","None"
49,46,NA,NA,6,"gallup-6860","Gallup","2010-01-08","2010-01-10","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1023,4,"Live Phone","Nonpartisan","None"
40,55,NA,5,NA,"rasmussen-6850","Rasmussen","2010-01-08","2010-01-09","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
44,46,NA,NA,10,"allstate-national-journal-6873","Allstate/National Journal","2010-01-03","2010-01-07","And, on the topic of health care, as you understand it, do you (ROTATED) support or oppose the current legislation to reform health care in the U.S.","Adults",1200,2.8,"Live Phone","Nonpartisan","None"
45,56,NA,NA,NA,"yougov-economist-6839","YouGov/Economist","2010-01-02","2010-01-05","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
42,52,NA,7,NA,"rasmussen-6807","Rasmussen","2010-01-03","2010-01-03","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
48,52,NA,NA,NA,"yougov-economist-6809","YouGov/Economist","2009-12-26","2009-12-29","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
40,55,NA,5,NA,"rasmussen-6795","Rasmussen","2009-12-27","2009-12-27","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
46,54,NA,NA,NA,"yougov-economist-6810","YouGov/Economist","2009-12-20","2009-12-22","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
42,56,NA,2,NA,"cnn-6764","CNN","2009-12-16","2009-12-20","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1160,3,"Live Phone","Nonpartisan","None"
36,53,NA,NA,11,"quinnipiac-6779","Quinnipiac","2009-12-15","2009-12-20","Do you support or oppose President Obama's health care reform plan?","Registered Voters",1616,2.4,"Live Phone","Nonpartisan","None"
41,55,NA,5,NA,"rasmussen-6762","Rasmussen","2009-12-18","2009-12-19","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
47,53,NA,NA,NA,"yougov-economist-6759","YouGov/Economist","2009-12-13","2009-12-15","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
32,47,NA,4,17,"nbc-wsj-6742","NBC/WSJ","2009-12-11","2009-12-14","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1009,3.1,"Live Phone","Nonpartisan","None"
36,44,NA,2,18,"ap-gfk-6739","AP-GfK","2009-12-10","2009-12-14","","Adults",1001,3.1,"Live Phone","Nonpartisan","None"
43,45,NA,11,NA,"harris-internet-6763","Harris (internet)","2009-12-07","2009-12-14","","Adults",2276,NA,"Internet","Nonpartisan","None"
40,56,NA,5,NA,"rasmussen-6713","Rasmussen","2009-12-12","2009-12-13","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
46,48,NA,NA,6,"usa-today-gallup-6730","USA Today/Gallup","2009-12-11","2009-12-13","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1025,4,"Live Phone","Nonpartisan","None"
44,51,NA,NA,5,"abc-post-6727","ABC/Post","2009-12-10","2009-12-13","","Adults",1003,3,"Live Phone","Nonpartisan","None"
35,48,NA,17,NA,"pew-6738","Pew","2009-12-09","2009-12-13","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1503,3,"Live Phone","Nonpartisan","None"
34,57,NA,9,NA,"fox-6701","FOX","2009-12-08","2009-12-09","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
51,49,NA,NA,NA,"yougov-economist-6700","YouGov/Economist","2009-12-06","2009-12-08","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
39,52,NA,NA,9,"ppp-d-6685","PPP (D)","2009-12-04","2009-12-07","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",1253,2.8,"Automated Phone","Pollster","Dem"
38,52,NA,NA,10,"quinnipiac-6682","Quinnipiac","2009-12-01","2009-12-06","Do you support or oppose President Obama's health care reform plan?","Registered Voters",2313,2,"Live Phone","Nonpartisan","None"
41,51,NA,7,NA,"rasmussen-6671","Rasmussen","2009-12-04","2009-12-05","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
36,61,NA,4,NA,"cnn-6698","CNN","2009-12-02","2009-12-03","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1041,3,"Live Phone","Nonpartisan","None"
41,53,NA,6,NA,"rasmussen-6620","Rasmussen","2009-11-28","2009-11-28","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
38,56,NA,6,NA,"rasmussen-6594","Rasmussen","2009-11-21","2009-11-22","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
34,46,NA,3,17,"ipsos-mcclatchy-6619","Ipsos/McClatchy","2009-11-20","2009-11-22","","Adults",1176,2.9,"Live Phone","Nonpartisan","None"
44,49,NA,NA,7,"usa-today-gallup-6618","USA Today/Gallup","2009-11-20","2009-11-22","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1017,4,"Live Phone","Nonpartisan","None"
35,51,NA,14,NA,"fox-6584","FOX","2009-11-17","2009-11-18","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
43,49,NA,9,NA,"democracy-corps-d-6603","Democracy Corps (D)","2009-11-12","2009-11-16","As you may have heard, President Obama is preparing a plan to change the health care system. From what you have heard about  his plan, do you favor or oppose Obama's health care proposal?","Likely Voters",1200,NA,"Live Phone","Pollster","Dem"
35,51,NA,NA,14,"quinnipiac-6566","Quinnipiac","2009-11-09","2009-11-16","Do you support or oppose President Obama's health care reform plan?","Registered Voters",2518,2,"Live Phone","Nonpartisan","None"
40,52,NA,8,NA,"ppp-d-6571","PPP (D)","2009-11-13","2009-11-15","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",1066,3,"Automated Phone","Pollster","Dem"
46,49,NA,5,NA,"cnn-6557","CNN","2009-11-13","2009-11-15","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1014,3,"Live Phone","Nonpartisan","None"
40,45,NA,15,NA,"cbs-news-6554","CBS News","2009-11-13","2009-11-15","","Adults",873,3,"Live Phone","Nonpartisan","None"
42,39,NA,19,NA,"pew-6570","Pew","2009-11-12","2009-11-15","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1003,4,"Live Phone","Nonpartisan","None"
48,49,NA,NA,3,"abc-post-6552","ABC/Post","2009-11-12","2009-11-15","","Adults",1001,3,"Live Phone","Nonpartisan","None"
47,49,NA,5,NA,"rasmussen-6546","Rasmussen","2009-11-13","2009-11-14","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
29,40,NA,NA,NA,"public-opinion-strategies-r-6556","Public Opinion Strategies (R)","2009-11-09","2009-11-11","Based on what you know, do you favor or oppose President Obama’s proposed health care plan, or do you not yet have an opinion?","Registered Voters",700,3.7,"Live Phone","Pollster","Rep"
39,45,NA,3,14,"ap-gfk-6518","AP-GfK","2009-11-05","2009-11-09","","Adults",1006,3.1,"Live Phone","Nonpartisan","None"
45,52,NA,3,NA,"rasmussen-6507","Rasmussen","2009-11-07","2009-11-08","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
43,48,NA,NA,9,"gallup-6510","Gallup","2009-11-05","2009-11-08","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1008,4,"Live Phone","Nonpartisan","None"
41,43,NA,4,11,"ap-gfk-rwjf-stanford-6542","AP-GfK/RWJF/Stanford","2009-10-29","2009-11-08","","Adults",1006,3.1,"Live Phone","Nonpartisan","None"
38,47,NA,19,NA,"pew-6520","Pew","2009-10-28","2009-11-08","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",2000,3,"Live Phone","Nonpartisan","None"
51,49,NA,NA,NA,"yougov-economist-6500","YouGov/Economist","2009-11-01","2009-11-03","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
45,53,NA,2,NA,"cnn-6496","CNN","2009-10-30","2009-11-01","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1018,3,"Live Phone","Nonpartisan","None"
39,49,NA,9,3,"ipsos-mcclatchy-6489","Ipsos/McClatchy","2009-10-29","2009-11-01","","Adults",1077,3,"Live Phone","Nonpartisan","None"
42,54,NA,4,NA,"rasmussen-6470","Rasmussen","2009-10-30","2009-10-31","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
41,29,NA,30,NA,"yougov-economist-6449","YouGov/Economist","2009-10-25","2009-10-27","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
45,51,NA,4,NA,"rasmussen-6469","Rasmussen","2009-10-24","2009-10-25","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
38,42,NA,4,16,"nbc-wsj-6415","NBC/WSJ","2009-10-22","2009-10-25","From what you have heard about Barack Obama's health care plan, do you think his plan is a good idea or a bad idea? If you do not have an opinion either way, please just say so.","Adults",1009,3.1,"Live Phone","Nonpartisan","None"
49,51,NA,NA,NA,"yougov-economist-6380","YouGov/Economist","2009-10-18","2009-10-20","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
42,45,NA,NA,13,"ppp-d-6359","PPP (D)","2009-10-16","2009-10-19","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",766,3.5,"Automated Phone","Pollster","Dem"
49,49,NA,2,NA,"cnn-6361","CNN","2009-10-16","2009-10-18","From everything you have heard or read so far, do you favor or oppose Barack Obama's plan to reform health care?","Adults",1038,3,"Live Phone","Nonpartisan","None"
45,48,NA,NA,7,"abc-post-6336","ABC/Post","2009-10-15","2009-10-18","","Adults",1004,3,"Live Phone","Nonpartisan","None"
42,54,NA,4,NA,"rasmussen-6333","Rasmussen","2009-10-16","2009-10-17","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
35,54,NA,10,NA,"fox-6329","FOX","2009-10-13","2009-10-14","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
51,49,NA,NA,NA,"yougov-economist-6313","YouGov/Economist","2009-10-11","2009-10-13","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
45,45,NA,11,NA,"harris-internet-6405","Harris (internet)","2009-10-05","2009-10-12","","Adults",2293,NA,"Internet","Nonpartisan","None"
44,50,NA,5,NA,"rasmussen-6280","Rasmussen","2009-10-10","2009-10-11","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
52,47,NA,NA,NA,"yougov-economist-6273","YouGov/Economist","2009-10-04","2009-10-06","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
40,42,NA,4,14,"ipsos-mcclatchy-6269","Ipsos/McClatchy","2009-10-01","2009-10-05","","Adults",1096,2.7,"Live Phone","Nonpartisan","None"
40,40,NA,3,17,"ap-gfk-6243","AP-GfK","2009-10-01","2009-10-05","","Adults",1003,3.1,"Live Phone","Nonpartisan","None"
40,47,NA,NA,12,"quinnipiac-6240","Quinnipiac","2009-09-29","2009-10-05","Do you support or oppose President Obama's health care reform plan?","Registered Voters",2630,1.9,"Live Phone","Nonpartisan","None"
51,41,NA,NA,8,"gallup-6234","Gallup","2009-10-01","2009-10-04","Thanking about health care legislation now being considered by Congress, would you advise your member of Congress to vote for or against a healthcare bill this year, or do you not have an opinion?","Adults",1013,4,"Live Phone","Nonpartisan","None"
34,47,NA,19,NA,"pew-6229","Pew","2009-09-30","2009-10-04","As of right now, do you generally favor or generally oppose the health care proposals being discussed in Congress?","Adults",1500,3,"Live Phone","Nonpartisan","None"
46,50,NA,4,NA,"rasmussen-6225","Rasmussen","2009-10-02","2009-10-03","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
33,53,NA,14,NA,"fox-6223","FOX","2009-09-29","2009-09-30","Based on what you know about the health care reform legislation beingconsidered right now, do you favor or oppose the plan?","Registered Voters",900,3,"Live Phone","Nonpartisan","None"
49,51,NA,NA,NA,"yougov-economist-6194","YouGov/Economist","2009-09-27","2009-09-29","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
49,42,NA,NA,9,"allstate-national-journal-6268","Allstate/National Journal","2009-09-24","2009-09-28","And, on the topic of health care, as you understand it, do you (ROTATED) support or oppose the current legislation to reform health care in the U.S.","Adults",1200,2.8,"Live Phone","Nonpartisan","None"
41,56,NA,3,NA,"rasmussen-6167","Rasmussen","2009-09-24","2009-09-25","Generally speaking, do you strongly favor, somewhat favor, somewhat oppose or strongly oppose the health care reform plan proposed by President Obama and the congressional Democrats?","Likely Voters",1000,3,"Automated Phone","Nonpartisan","None"
30,23,NA,1,46,"cbs-times-6149","CBS/Times","2009-09-19","2009-09-23","","Adults",1042,3,"Live Phone","Nonpartisan","None"
49,51,NA,NA,NA,"yougov-economist-6153","YouGov/Economist","2009-09-20","2009-09-22","Overall, given what you know about them, do you support or oppose the proposed changes to the health care system being developed by Congress and the Obama administration?","Adults",1000,4.9,"Internet","Nonpartisan","None"
45,46,NA,NA,9,"ppp-d-6139","PPP (D)","2009-09-21","2009-09-21","Do you support or oppose President Obama’s health care plan, or do you not have an opinion? If you support it, press 1. If you oppose it, press 2. If you don’t have an opinion, press 3.","Registered Voters",621,4,"Automated Phone","Pollster","Dem"
